collection_id,collection_name,doi,dataset_id,cell_count,species,tissue,disease,assay,suspension,matched_cell_types,all_cell_types,_tier_1,_tier_2,_tier_3,_tier_4,_tier_count,assets,collection_url
4d82bd8e-8827-410b-8fc7-685b7dd92585,Spatially organized multicellular immune hubs in human colorectal cancer,10.1016/j.cell.2021.08.003,16023185-de21-4c0d-a9c8-73abdd52d142,370115,Homo sapiens,colorectum,colon adenocarcinoma|normal,10x 3' v2|10x 3' v3,cell,Schwann cell|enteroendocrine cell,"CD4-positive, CD25-positive, alpha-beta regulatory T cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|CD8-positive, alpha-beta memory T cell|IgA plasma cell|IgG plasma cell|Schwann cell|T cell|T follicular helper cell|T-helper 17 cell|activated CD4-positive, alpha-beta T cell|capillary endothelial cell|colon endothelial cell|colon goblet cell|colonocyte|conventional dendritic cell|dendritic cell|effector CD8-positive, alpha-beta T cell|endothelial cell of artery|endothelial cell of lymphatic vessel|endothelial cell of venule|endothelial tip cell|enterocyte|enteroendocrine cell|fibroblast|gamma-delta T cell|germinal center B cell|glandular secretory epithelial cell|goblet cell|granulocyte|group 3 innate lymphoid cell|intestinal epithelial cell|macrophage|mast cell|mature B cell|mature NK T cell|mature conventional dendritic cell|monocyte|myofibroblast cell|natural killer cell|pericyte|plasmacytoid dendritic cell|smooth muscle cell|stem cell|tuft cell of colon",,Schwann cell,,Enteroendocrine cell,2,https://datasets.cellxgene.cziscience.com/3d1f3641-5755-47e2-b797-10317d33fe32.h5ad,https://cellxgene.cziscience.com/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585
854c0855-23ad-4362-8b77-6b1639e7a9fc,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,10.1016/j.cell.2023.11.026,cbec7853-d996-4493-bbf8-5d82857a4e51,263275,Homo sapiens,ascending colon|caecum|caecum epithelium|caecum lamina propria|colonic epithelium|descending colon|duodenum|ileum|jejunum|lamina propria of mucosa of colon|large intestine|rectum|sigmoid colon|small intestine|transverse colon|transverse colon epithelium|transverse colon lamina propria|vermiform appendix,normal,10x 3' v1|10x 3' v2|10x 3' v3|10x 5' v2,cell,enteroendocrine cell|glial cell,"B cell|BEST4+ enterocyte|T follicular helper cell|T-helper 1 cell|T-helper 17 cell|capillary endothelial cell|central memory CD4-positive, alpha-beta T cell|conventional dendritic cell|effector memory CD4-positive, alpha-beta T cell|effector memory CD8-positive, alpha-beta T cell|endothelial cell of artery|endothelial cell of lymphatic vessel|enterocyte|enterocyte of epithelium of large intestine|enteroendocrine cell|follicular B cell|gamma-delta T cell|gastrointestinal tract (lamina propria) macrophage of large intestine|germinal center B cell|glial cell|goblet cell|innate lymphoid cell|macrophage|mast cell|memory B cell|monocyte|myofibroblast cell|naive B cell|natural killer cell|paneth cell|pericyte|plasma cell|regulatory T cell|stem cell|stromal cell|transit amplifying cell|tuft cell of colon|vein endothelial cell",,Glial cell (generic),,Enteroendocrine cell,2,https://datasets.cellxgene.cziscience.com/0add1772-6d6e-43e1-8702-93fdf84e4dbc.h5ad,https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc
8c782494-01ed-491b-97b9-6f0d3b76c676,Transcriptomic and spatial dissection of human ex vivo right atrial tissue reveals proinflammatory microvascular changes in ischemic heart disease,10.1016/j.xcrm.2024.101556,8f4f8502-9170-4ac2-9707-3b6985ebfe5f,221756,Homo sapiens,right atrium auricular region,heart failure|heart valve disorder|myocardial ischemia|normal,10x 3' v3,nucleus,Schwann cell|neuron,Schwann cell|adipocyte|cardiac blood vessel endothelial cell|cardiac muscle cell|endocardial cell|fibroblast|lymphocyte|macrophage|mesothelial cell|neuron|pericyte|smooth muscle cell,Neuron (generic),Schwann cell,,,2,https://datasets.cellxgene.cziscience.com/86094298-00c2-4d09-b11d-342c5aa1f951.h5ad,https://cellxgene.cziscience.com/collections/8c782494-01ed-491b-97b9-6f0d3b76c676
c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f,193108,Homo sapiens,bronchus|lower lobe of left lung|lung|trachea|upper lobe of left lung,normal,10x 3' v2|10x 3' v3|10x 5' transcription profiling,cell|nucleus,myelinating Schwann cell|neuroendocrine cell|non-myelinating Schwann cell,"CD14-positive monocyte|IgA plasma cell|IgG plasma cell|adventitial cell|airway submucosal gland duct basal cell|alveolar macrophage|basal cell|blood vessel endothelial cell|blood vessel smooth muscle cell|bronchus fibroblast of lung|chondrocyte|ciliated cell|club cell|conventional dendritic cell|dendritic cell|deuterosomal cell|effector CD4-positive, alpha-beta T cell|effector memory CD8-positive, alpha-beta T cell|endothelial cell of artery|endothelial cell of lymphatic vessel|epithelial cell|erythrocyte|fibroblast|fibroblast of lung|gamma-delta T cell|goblet cell|innate lymphoid cell|lung interstitial macrophage|lung macrophage|lung perichondrial fibroblast|lung pericyte|lung resident memory CD4-positive, alpha-beta T cell|lung resident memory CD8-positive, alpha-beta T cell|lung secretory cell|mast cell|megakaryocyte|memory B cell|mesothelial cell|metallothionein-positive alveolar macrophage|monocyte|mucosal-associated invariant T cell|myelinating Schwann cell|myoepithelial cell|myofibroblast cell|naive B cell|naive thymus-derived CD4-positive, alpha-beta T cell|natural killer cell|neuroendocrine cell|non-myelinating Schwann cell|plasmablast|plasmacytoid dendritic cell|pulmonary alveolar type 1 cell|pulmonary alveolar type 2 cell|pulmonary artery endothelial cell|regulatory T cell|respiratory tract suprabasal cell|serous secreting cell of bronchus submucosal gland|smooth muscle cell|smooth muscle cell of the pulmonary artery|vein endothelial cell",,Myelinating Schwann cell; Non-myelinating Schwann cell,,Neuroendocrine cell,2,https://datasets.cellxgene.cziscience.com/dea9f35e-1be6-4240-919d-7eb2f471cbe9.h5ad,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c
03608e22-227a-4492-910b-3cb3f16f952e,iPain atlas,10.1038/s41467-024-52052-8,b6f472f1-a58d-43a7-a898-2d6822a0b2b2,191798,Mus musculus,dorsal root ganglion,normal|peripheral neuropathy,10x 3' v2|10x 3' v3|10x multiome|Smart-seq2|Smart-seq3|inDrop,nucleus|cell,glial cell|sensory neuron of dorsal root ganglion,B cell|connective tissue cell|endothelial cell|fibroblast|glial cell|macrophage|neutrophil|pericyte|sensory neuron of dorsal root ganglion|smooth muscle cell,Sensory neuron (DRG),Glial cell (generic),,,2,https://datasets.cellxgene.cziscience.com/9e592a91-b992-4f54-9bbe-2f53dd3308da.h5ad,https://cellxgene.cziscience.com/collections/03608e22-227a-4492-910b-3cb3f16f952e
2d40e6a7-f2fd-49ba-9db9-6b97e4c6dad5,Human skeletal muscle ageing atlas,10.1038/s43587-024-00613-3,b3c9904b-2ffd-4038-8620-ee1c5b072e9c,183161,Homo sapiens,intercostal muscle,normal,10x 3' v2|10x 3' v3,cell|nucleus,myelinating Schwann cell|non-myelinating Schwann cell|perineurial cell,"B cell|CD14-low, CD16-positive monocyte|CD14-positive, CD16-low monocyte|CD16-negative, CD56-bright natural killer cell, human|CD16-positive, CD56-dim natural killer cell, human|CD4-positive, CD25-positive, alpha-beta regulatory T cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|T cell|adipocyte|blood vessel endothelial cell|capillary endothelial cell|conventional dendritic cell|endothelial cell of arteriole|endothelial cell of artery|endothelial cell of lymphatic vessel|eosinophil|erythrocyte|fibroblast|fibroblast of the aortic adventitia|immature neutrophil|macrophage|mast cell|mature neutrophil|memory B cell|mesothelial cell|mural cell|muscle cell|myelinating Schwann cell|naive B cell|naive T cell|natural killer cell|non-myelinating Schwann cell|pericyte|perineurial cell|plasma cell|plasmacytoid dendritic cell|skeletal muscle satellite stem cell|smooth muscle cell|tendon cell|type I muscle cell|type II muscle cell|unknown|vein endothelial cell",,Myelinating Schwann cell; Non-myelinating Schwann cell,Perineurial cell,,2,https://datasets.cellxgene.cziscience.com/5fd93c55-8047-48fb-905c-6ef2f7767483.h5ad,https://cellxgene.cziscience.com/collections/2d40e6a7-f2fd-49ba-9db9-6b97e4c6dad5
4f30b962-d49b-4624-a233-64f048cf8632,A Unique Cellular Organization of Human Distal Airways and Its Disarray in Chronic Obstructive Pulmonary Disease,10.1164/rccm.202207-1384OC,b61a921b-7fa3-4b42-b455-aaaf32447920,115788,Homo sapiens,bronchus|segmental bronchus|terminal bronchus,chronic obstructive pulmonary disease|normal,10x 3' v2|10x 3' v3,cell,Schwann cell|pulmonary neuroendocrine cell,"B cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|M2 macrophage|Schwann cell|T cell|blood vessel smooth muscle cell|bronchiolar smooth muscle cell|bronchus fibroblast of lung|chondrocyte|conventional dendritic cell|deuterosomal cell|endothelial cell of artery|endothelial cell of lymphatic vessel|fibroblast|fibroblast of lung|lung microvascular endothelial cell|lung resident memory CD8-positive, alpha-beta T cell|macrophage|mast cell|mature NK T cell|monocyte|mucus secreting cell of bronchus submucosal gland|multiciliated columnar cell of tracheobronchial tree|myoepithelial cell of bronchus submucosal gland|natural killer cell|neutrophil|pericyte|plasma cell|plasmacytoid dendritic cell|pulmonary alveolar type 1 cell|pulmonary alveolar type 2 cell|pulmonary capillary endothelial cell|pulmonary ionocyte|pulmonary neuroendocrine cell|respiratory basal cell|respiratory tract goblet cell|respiratory tract suprabasal cell|serous cell of epithelium of lobular bronchiole|serous secreting cell of bronchus submucosal gland|tracheobronchial serous cell|unknown|vascular associated smooth muscle cell|vein endothelial cell of respiratory system",,Schwann cell,,Pulmonary neuroendocrine cell,2,https://datasets.cellxgene.cziscience.com/a8e4f394-d141-4755-9a35-790c734d1dab.h5ad,https://cellxgene.cziscience.com/collections/4f30b962-d49b-4624-a233-64f048cf8632
ef9f0fae-c12c-4f1a-bb67-63346c2ae0f1,Single Nuclei Atlas of Innervated and Denervated Mouse Muscle,10.1038/s41467-025-57487-1,a48343a2-7570-49d0-8849-9db6c21dffcb,102688,Mus musculus,gastrocnemius|skeletal muscle tissue of tibialis anterior,lesion of sciatic nerve|neuromuscular junction disease|normal|toxin-mediated infectious botulism,10x 3' v3,nucleus,Schwann cell|perineurial cell,Schwann cell|adipocyte|blood vessel endothelial cell|fibro/adipogenic progenitor cell|intermediate muscle cell|lymphocyte|macrophage|microvascular endothelial cell|myotendinous junction nucleus|neuromuscular junction nucleus|pericyte|perineurial cell|skeletal muscle satellite stem cell|smooth muscle cell|tendon cell|type IIa muscle cell|type IIb muscle cell|type IIx muscle cell,,Schwann cell,Perineurial cell,,2,https://datasets.cellxgene.cziscience.com/f991c1a9-d2ff-488e-bd18-d75e0e1d2d7b.h5ad,https://cellxgene.cziscience.com/collections/ef9f0fae-c12c-4f1a-bb67-63346c2ae0f1
a064d795-3b77-44ae-9fb5-beb57c567443,Pediatric FGID lamina propria of ileum biopsies.,10.1101/2021.09.17.21263540,6ceeaa86-9ceb-4582-b390-6d4dd6ff0572,89849,Homo sapiens,lamina propria of small intestine,digestive system disorder,10x 3' v2,cell,enteroendocrine cell|glial cell,B cell|IgA plasma cell|IgG plasma cell|IgM plasma cell|T cell|capillary endothelial cell|dendritic cell|endothelial cell|endothelial cell of artery|endothelial cell of lymphatic vessel|enteroendocrine cell|epithelial cell|epithelial fate stem cell|fibroblast|germinal center B cell|glial cell|goblet cell|intestinal tuft cell|macrophage|mast cell|monocyte|myofibroblast cell|paneth cell|plasmacytoid dendritic cell|transit amplifying cell|vein endothelial cell,,Glial cell (generic),,Enteroendocrine cell,2,https://datasets.cellxgene.cziscience.com/8cf9e6a2-5cd6-4d8e-95bd-b8c54d05e3f1.h5ad,https://cellxgene.cziscience.com/collections/a064d795-3b77-44ae-9fb5-beb57c567443
17481d16-ee44-49e5-bcf0-28c0780d8c4a,Single-Cell Sequencing of Developing Human Gut Reveals Transcriptional Links to Childhood Crohn’s Disease,10.1016/j.devcel.2020.11.010,b46237d1-19c6-4af2-9335-9854634bad16,62849,Homo sapiens,colon|duodeno-jejunal junction|ileum,normal,10x 3' v2,cell,enteric neuron|enteroendocrine cell,colon epithelial cell|endothelial cell of artery|endothelial cell of lymphatic vessel|enteric neuron|enteric smooth muscle cell|enterocyte|enteroendocrine cell|epithelial cell|erythroblast|fibroblast|hematopoietic cell|interstitial cell of Cajal|intestine goblet cell|mesodermal cell|mesothelial cell|myofibroblast cell|neural crest cell|pericyte|progenitor cell|stem cell|vein endothelial cell,Enteric neuron,,,Enteroendocrine cell,2,https://datasets.cellxgene.cziscience.com/5cf26393-87e2-4946-8a97-2d42625856a3.h5ad,https://cellxgene.cziscience.com/collections/17481d16-ee44-49e5-bcf0-28c0780d8c4a
613f5480-4957-4f80-b804-0e2b85ac454c,Mouse perinatal heart maturation scRNA-seq,10.1101/2024.03.05.583423,731e0ae7-e600-470f-a6dc-8c35c28d6c3d,49769,Mus musculus,heart,normal,Drop-seq,cell,Schwann cell|neuron,B cell|Schwann cell|T cell|blood vessel endothelial cell|chondrocyte|endocardial cell|endothelial cell of artery|endothelial cell of lymphatic vessel|fibroblast of cardiac tissue|macrophage|mast cell|melanocyte|mesothelial cell of epicardium|myocyte of sinoatrial node|neuron|pericyte|regular atrial cardiac myocyte|regular ventricular cardiac myocyte|valve endothelial cell|valve interstitial cell|vascular associated smooth muscle cell,Neuron (generic),Schwann cell,,,2,https://datasets.cellxgene.cziscience.com/287a43aa-a1bd-41bd-925e-0ac43fdb1228.h5ad,https://cellxgene.cziscience.com/collections/613f5480-4957-4f80-b804-0e2b85ac454c
e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,10.1126/science.abl4896,a357414d-2042-4eb5-95f0-c58604a18bdd,42036,Homo sapiens,duodenum|ileum|jejunum|small intestine,normal,10x 3' v3|Smart-seq2,cell,enteroendocrine cell of small intestine|enteroglial cell,"B cell|BEST4+ enterocyte|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|activated CD4-positive, alpha-beta T cell|activated CD8-positive, alpha-beta T cell|endothelial cell of arteriole|endothelial cell of lymphatic vessel|endothelial cell of venule|enterocyte of epithelium proper of duodenum|enterocyte of epithelium proper of ileum|enterocyte of epithelium proper of jejunum|enterocyte of epithelium proper of small intestine|enteroendocrine cell of small intestine|enteroglial cell|fibroblast|gamma-delta T cell|innate lymphoid cell|intestinal crypt stem cell of small intestine|intestinal tuft cell|macrophage|mast cell|monocyte|myeloid dendritic cell|myofibroblast cell|naive thymus-derived CD4-positive, alpha-beta T cell|natural killer cell|neutrophil|paneth cell of epithelium of small intestine|pericyte|plasma cell|regulatory T cell|small intestine goblet cell|transit amplifying cell of small intestine",,Enteroglial cell,,Enteroendocrine cell of small intestine,2,https://datasets.cellxgene.cziscience.com/6db4dfe6-d421-4287-a9dc-22eaa59be966.h5ad,https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5
7651ac1a-f947-463a-9223-a9e408a41989,Insulin is expressed by enteroendocrine cells during human fetal development,10.1038/s41591-021-01586-1,3f32121d-126b-4e8d-9f69-d86502d2a1b1,36359,Homo sapiens,small intestine,normal,10x 3' v2|10x 3' v3,cell,enteroendocrine cell|neuron,B cell|T cell|blood vessel endothelial cell|dendritic cell|endothelial cell of lymphatic vessel|enterocyte|enteroendocrine cell|fibroblast|macrophage|neuron,Neuron (generic),,,Enteroendocrine cell,2,https://datasets.cellxgene.cziscience.com/fe96972c-7199-4146-9e03-af518d8916cc.h5ad,https://cellxgene.cziscience.com/collections/7651ac1a-f947-463a-9223-a9e408a41989
2b02dff7-e427-4cdc-96fb-c0f354c099aa,Single-Cell Analysis of Crohn’s Disease Lesions Identifies a Pathogenic Cellular Module Associated with Resistance to Anti-TNF Therapy,10.1016/j.cell.2019.08.008,36c867a7-be10-4e69-9b39-5de12b0af6da,32458,Homo sapiens,ileum,normal,10x 3' v1|10x 3' v2,cell,enteroendocrine cell of small intestine|glial cell,B cell|alpha-beta T cell|endothelial cell|endothelial cell of lymphatic vessel|enterocyte of epithelium proper of ileum|enteroendocrine cell of small intestine|fibroblast|glial cell|ileal goblet cell|innate lymphoid cell|mast cell|mononuclear phagocyte|paneth cell of epithelium of small intestine|pericyte|plasma cell|progenitor cell|smooth muscle fiber of ileum|transit amplifying cell of small intestine|unknown,,Glial cell (generic),,Enteroendocrine cell of small intestine,2,https://datasets.cellxgene.cziscience.com/aa44120b-7b9f-4584-a8a2-0f3aceafc87c.h5ad,https://cellxgene.cziscience.com/collections/2b02dff7-e427-4cdc-96fb-c0f354c099aa
f30e0bf7-7b03-44b0-b312-cda799ef0240,"iPSC-derived small intestine-on-chip with self-organizing epithelial, mesenchymal and neural cells",10.1016/j.celrep.2024.114247,51d9716c-50bb-4fd8-8d1e-7d9329969cb7,11177,Homo sapiens,intestinal mucosa,normal,10x 3' v3,cell,enteroendocrine cell|neuron,enterocyte|enteroendocrine cell|goblet cell|mesenchymal stem cell|myofibroblast cell|neuron|paneth cell|transit amplifying cell,Neuron (generic),,,Enteroendocrine cell,2,https://datasets.cellxgene.cziscience.com/c4bfcccf-6009-4590-a06d-c1443372c6c7.h5ad,https://cellxgene.cziscience.com/collections/f30e0bf7-7b03-44b0-b312-cda799ef0240
6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,9f222629-9e39-47d0-b83f-e08d610c7479,2282447,Homo sapiens,lung|lung parenchyma|nose|respiratory airway,COVID-19|chronic obstructive pulmonary disease|chronic rhinitis|cystic fibrosis|hypersensitivity pneumonitis|interstitial lung disease|lung adenocarcinoma|lung large cell carcinoma|lymphangioleiomyomatosis|non-specific interstitial pneumonia|normal|pleomorphic carcinoma|pneumonia|pulmonary fibrosis|pulmonary sarcoidosis|squamous cell lung carcinoma,10x 3' v1|10x 3' v2|10x 3' v3|10x 5' transcription profiling|10x 5' v1|10x 5' v2|Drop-seq|Seq-Well,cell|nucleus,pulmonary neuroendocrine cell,"B cell|CD1c-positive myeloid dendritic cell|CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell|T cell|acinar cell|alveolar adventitial fibroblast|alveolar macrophage|alveolar type 1 fibroblast cell|bronchial goblet cell|bronchus fibroblast of lung|brush cell of tracheobronchial tree|capillary endothelial cell|classical monocyte|club cell|conventional dendritic cell|dendritic cell|elicited macrophage|endothelial cell of lymphatic vessel|epithelial cell of lower respiratory tract|fibroblast|hematopoietic stem cell|ionocyte|lung macrophage|lung pericyte|mast cell|mesothelial cell|mucus secreting cell|multiciliated columnar cell of tracheobronchial tree|multiciliated epithelial cell|myofibroblast cell|nasal mucosa goblet cell|natural killer cell|non-classical monocyte|plasma cell|plasmacytoid dendritic cell|pulmonary alveolar epithelial cell|pulmonary alveolar type 1 cell|pulmonary alveolar type 2 cell|pulmonary artery endothelial cell|pulmonary neuroendocrine cell|respiratory basal cell|respiratory tract hillock cell|serous secreting cell|smooth muscle cell|stromal cell|tracheobronchial goblet cell|tracheobronchial serous cell|tracheobronchial smooth muscle cell|unknown|vein endothelial cell",,,,Pulmonary neuroendocrine cell,1,https://datasets.cellxgene.cziscience.com/5f863718-02a6-46cb-83e7-52be988b915b.h5ad,https://cellxgene.cziscience.com/collections/6f6d381a-7701-4781-935c-db10d30de293
05e3d0fc-c9dd-4f14-9163-2b242b3bb5c2,Single cell atlas of the human optic nerve,,3c364ffe-d599-44d5-a77f-6c5fd7038cf6,959629,Homo sapiens,cranial nerve II|optic disc,normal,10x 3' v3,nucleus,microglial cell|myelinating Schwann cell|non-myelinating Schwann cell,B cell|GABAergic amacrine cell|H1 horizontal cell|H2 horizontal cell|Mueller cell|OFF midget ganglion cell|OFF parasol ganglion cell|OFFx cell|ON midget ganglion cell|ON parasol ganglion cell|ON-blue cone bipolar cell|S cone cell|T cell|adipocyte|amacrine cell|astrocyte|blood vessel endothelial cell|capillary endothelial cell|dendritic cell|diffuse bipolar 1 cell|diffuse bipolar 2 cell|diffuse bipolar 3a cell|diffuse bipolar 3b cell|diffuse bipolar 4a cell|diffuse bipolar 4b cell|diffuse bipolar 5 cell|diffuse bipolar 6 cell|endothelial cell of venule|fenestrated endothelial cell|fibroblast|flat midget bipolar cell|giant bipolar cell|glycinergic amacrine cell|invaginating midget bipolar cell|macrophage|mast cell|melanocyte|microglial cell|myelinating Schwann cell|natural killer cell|non-myelinating Schwann cell|oligodendrocyte|oligodendrocyte precursor cell|pericyte|pigmented epithelial cell|retinal astrocyte|retinal cone cell|retinal ganglion cell|retinal pigment epithelial cell|retinal rod cell|rod bipolar cell|vascular associated smooth muscle cell,,Myelinating Schwann cell; Non-myelinating Schwann cell,,,1,https://datasets.cellxgene.cziscience.com/b27057d6-a6a0-40e8-a4ba-5373a03746d2.h5ad,https://cellxgene.cziscience.com/collections/05e3d0fc-c9dd-4f14-9163-2b242b3bb5c2
e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,65badd7a-9262-4fd1-9ce2-eb5dc0ca8039,881081,Homo sapiens,apex of heart|heart left ventricle|heart right ventricle|interventricular septum,arrhythmogenic right ventricular cardiomyopathy|dilated cardiomyopathy|non-compaction cardiomyopathy|normal,10x 3' v2|10x 3' v3,nucleus,cardiac neuron,adipocyte|cardiac muscle cell|cardiac neuron|endothelial cell|fibroblast of cardiac tissue|lymphocyte|mast cell|mural cell|myeloid cell|unknown,Cardiac neuron,,,,1,https://datasets.cellxgene.cziscience.com/6d0b8b8a-2b22-4578-b8ee-8ca4ab893594.h5ad,https://cellxgene.cziscience.com/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb
07e12576-b41b-4350-adfc-059bfc4328ea,Single-cell RNA-seq analysis of Interstitial Lung Disease (ILD) subtypes,10.1038/s41588-024-01702-0,f14bc322-1322-4184-8d16-409557525ea5,471905,Homo sapiens,lung,anthracosis|hypersensitivity pneumonitis|interstitial lung disease|lymphoid interstitial pneumonia|non-specific interstitial pneumonia|normal|pulmonary sarcoidosis,10x 5' v1|10x 5' v2,cell,pulmonary neuroendocrine cell,"B cell|CD8-positive, alpha-beta cytotoxic T cell|adventitial fibroblast|alveolar macrophage|alveolar type 1 fibroblast cell|basal cell|ciliated cell|classical monocyte|conventional dendritic cell|endothelial cell of arteriole|endothelial cell of respiratory system lymphatic vessel|epithelial cell of lung|granzyme K-associated CD8 T cell|helper T cell|hematopoietic cell|lung interstitial macrophage|lung secretory cell|macrophage|mast cell|mesothelial cell of pleura|monocyte|myeloid dendritic cell, human|myofibroblast cell|natural killer cell|pericyte|plasma cell|plasmacytoid dendritic cell|pulmonary alveolar type 1 cell|pulmonary alveolar type 2 cell|pulmonary capillary endothelial cell|pulmonary neuroendocrine cell|smooth muscle cell|vein endothelial cell of respiratory system",,,,Pulmonary neuroendocrine cell,1,https://datasets.cellxgene.cziscience.com/c3d9262e-0dc5-4eca-bf20-56e6d96d0306.h5ad,https://cellxgene.cziscience.com/collections/07e12576-b41b-4350-adfc-059bfc4328ea
cee845e3-ec04-4781-9e2a-28734bb4f7ba,HTAN CHOP - Longitudinal single-cell multiomic atlas of high-risk neuroblastoma reveals chemotherapy-induced tumor microenvironment rewiring,10.1038/s41588-025-02158-6,afae4675-434d-4e89-b5ce-2854c9dc38a3,372619,Homo sapiens,abdomen|adrenal gland|cervical lymph node|chest|liver|lymph node|neck,neuroblastoma,10x 3' v3,nucleus,Schwann cell,B cell|Schwann cell|T cell|cortical cell of adrenal gland|dendritic cell|endothelial cell|fibroblast|hepatocyte|kidney cell|macrophage|neuroblast (sensu Vertebrata),,Schwann cell,,,1,https://datasets.cellxgene.cziscience.com/c477b5ea-3848-49f2-96a3-bbbcc95a3e14.h5ad,https://cellxgene.cziscience.com/collections/cee845e3-ec04-4781-9e2a-28734bb4f7ba
f86d6317-7215-409e-bfda-3f4ded3dadaa,Human CellCards Multi-Study CellRef 1.0 Atlas,10.1038/s41467-023-40173-5,eb499fd8-7000-419f-8854-926b9b61b11f,347970,Homo sapiens,lung,normal,10x 3' v2|10x 3' v3|10x 5' v1,cell,pulmonary neuroendocrine cell,"B cell|CD8-positive, alpha-beta cytotoxic T cell|airway submucosal gland collecting duct epithelial cell|alveolar adventitial fibroblast|alveolar capillary type 1 endothelial cell|alveolar capillary type 2 endothelial cell|alveolar macrophage|alveolar type 1 fibroblast cell|basal cell|brush cell of tracheobronchial tree|chondrocyte|ciliated cell|classical monocyte|conventional dendritic cell|deuterosomal cell|endothelial cell of artery|endothelial cell of respiratory system lymphatic vessel|goblet cell|helper T cell|innate lymphoid cell|ionocyte|lung interstitial macrophage|lung megakaryocyte|lung secretory cell|mast cell|mature conventional dendritic cell|mesothelial cell of pleura|mucus secreting cell of tracheobronchial tree submucosal gland|myoepithelial cell|natural killer cell|neutrophil|non-classical monocyte|pericyte|plasma cell|plasmacytoid dendritic cell|pulmonary alveolar type 1 cell|pulmonary alveolar type 2 cell|pulmonary neuroendocrine cell|regulatory T cell|respiratory tract suprabasal cell|secondary crest myofibroblast|secretory cell|serous secreting cell|tracheobronchial smooth muscle cell|vascular associated smooth muscle cell|vein endothelial cell|vein endothelial cell of respiratory system",,,,Pulmonary neuroendocrine cell,1,https://datasets.cellxgene.cziscience.com/d6184057-2178-4946-b9b1-dc56543a77aa.h5ad,https://cellxgene.cziscience.com/collections/f86d6317-7215-409e-bfda-3f4ded3dadaa
9c9d04c4-8899-417f-bb6f-6107dcadf14f,Cellular and Spatial Drivers of Unresolved Injury and Functional Decline in the Human Kidney,10.1101/2025.09.26.678707,9ac3d74d-1d94-4ff9-abf9-fe5abe4bd2a6,315764,Mus musculus,kidney,acute kidney injury|normal,10x 3' v2|10x multiome,nucleus,Schwann cell,B cell|M1 macrophage|Schwann cell|T cell|adipocyte|adventitial fibroblast|classical monocyte|dendritic cell|endothelial cell|endothelial cell of venule|epithelial cell of proximal tubule|epithelial cell of proximal tubule segment 1|epithelial cell of proximal tubule segment 2|epithelial cell of proximal tubule segment 3|fibroblast|glomerular capillary endothelial cell|juxtaglomerular complex cell|kidney collecting duct alpha-intercalated cell|kidney collecting duct principal cell|kidney connecting tubule epithelial cell|kidney cortex collecting duct principal cell|kidney cortex peritubular capillary cell|kidney distal convoluted tubule epithelial cell|kidney efferent arteriole endothelial cell|kidney inner medulla collecting duct epithelial cell|kidney interstitial fibroblast|kidney loop of Henle cortical thick ascending limb epithelial cell|kidney loop of Henle medullary thick ascending limb epithelial cell|kidney loop of Henle short descending thin limb epithelial cell|kidney loop of Henle thick ascending limb epithelial cell|kidney loop of Henle thin ascending limb epithelial cell|kidney loop of Henle thin descending limb epithelial cell|kidney resident macrophage|macrophage|macula densa epithelial cell|mesangial cell|myofibroblast cell|natural killer cell|papillary tips cell|parietal epithelial cell|peritubular capillary endothelial cell|plasma cell|podocyte|renal beta-intercalated cell|renal cortical fibroblast|renal medullary fibroblast|vasa recta ascending limb cell|vasa recta descending limb cell|vascular associated smooth muscle cell|vein endothelial cell,,Schwann cell,,,1,https://datasets.cellxgene.cziscience.com/19aab2ef-654a-4047-8f60-3529c041851d.h5ad,https://cellxgene.cziscience.com/collections/9c9d04c4-8899-417f-bb6f-6107dcadf14f
